date;bugs;new_bugs;new_reliability_rating;new_reliability_remediation_effort;reliability_rating;reliability_remediation_effort;new_security_rating;new_security_remediation_effort;new_vulnerabilities;security_rating;security_remediation_effort;vulnerabilities;code_smells;development_cost;effort_to_reach_maintainability_rating_a;new_code_smells;new_maintainability_rating;new_sqale_debt_ratio;new_technical_debt;sqale_debt_ratio;sqale_index;sqale_rating;normalized_td;branch_coverage;conditions_by_line;conditions_to_cover;coverage;coverage_line_hits_data;covered_conditions_by_line;executable_lines_data;it_branch_coverage;it_conditions_by_line;it_conditions_to_cover;it_coverage;it_coverage_line_hits_data;it_covered_conditions_by_line;it_line_coverage;it_lines_to_cover;it_uncovered_conditions;it_uncovered_lines;line_coverage;lines_to_cover;new_branch_coverage;new_conditions_to_cover;new_coverage;new_it_branch_coverage;new_it_conditions_to_cover;new_it_coverage;new_it_line_coverage;new_it_lines_to_cover;new_it_uncovered_conditions;new_it_uncovered_lines;new_line_coverage;new_lines_to_cover;new_overall_branch_coverage;new_overall_conditions_to_cover;new_overall_coverage;new_overall_line_coverage;new_overall_lines_to_cover;new_overall_uncovered_conditions;new_overall_uncovered_lines;new_uncovered_conditions;new_uncovered_lines;overall_branch_coverage;overall_conditions_by_line;overall_conditions_to_cover;overall_coverage;overall_coverage_line_hits_data;overall_covered_conditions_by_line;overall_line_coverage;overall_lines_to_cover;overall_uncovered_conditions;overall_uncovered_lines;skipped_tests;test_data;test_errors;test_execution_time;test_failures;test_success_density;tests;uncovered_conditions;uncovered_lines;duplicated_blocks;duplicated_files;duplicated_lines;duplicated_lines_density;duplications_data;new_duplicated_blocks;new_duplicated_lines;new_duplicated_lines_density;classes;comment_lines;comment_lines_data;comment_lines_density;directories;files;functions;generated_lines;generated_ncloc;lines;ncloc;ncloc_data;ncloc_language_distribution;new_lines;projects;statements;team_size;class_complexity;class_complexity_distribution;cognitive_complexity;complexity;complexity_in_classes;complexity_in_functions;file_complexity;file_complexity_distribution;function_complexity;function_complexity_distribution;blocker_violations;confirmed_issues;critical_violations;false_positive_issues;info_violations;major_violations;minor_violations;new_blocker_violations;new_critical_violations;new_info_violations;new_major_violations;new_minor_violations;new_violations;open_issues;reopened_issues;violations;wont_fix_issues;commented_out_code_lines;public_api;public_documented_api_density;public_undocumented_api;WMC;NOC;DIT;LOC;LCOM;LCOM3;CAM;CBO;CBM;Ca;Ce;IC;MOA;NPM;DAM;AMC;RFC
2017-04-07;7;;;;5;60;;;;2;30;3;212;165720;0;;;0;;1.8;2961;1;0.53602462;;;;0;;;;;;;;;;;;;;0;2177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2177;18;9;264;2.8;;;;;163;867;;13.6;30;101;443;;;9305;5524;;"java=4711;xml=813";;;1801;;5.7;;786;926;;;10.9;"0=50;5=10;10=10;20=7;30=6;60=0;90=2";1.9;"1=252;2=93;4=20;6=8;8=6;10=2;12=6";13;0;34;0;6;77;92;;;;;;;222;0;222;0;;;;;16.45663709;0.118436134;0.807191068;23557;51.24850363;0.774207242;0.383452901;16.40298001;0.090121832;5.143524218;12.019612;0.090121832;1.357176211;7.629112366;0.682811903;34.39975379;34.37517511
2017-04-14;7;;;;5;60;;;;2;30;3;216;166530;0;;;0;;1.7;2834;1;0.510538642;;;;0;;;;;;;;;;;;;;0;2190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2190;19;9;282;3;;;;;163;869;;13.5;30;98;446;;;9320;5551;;"java=4738;xml=813";;;1818;;5.7;;680;936;;;11.4;"0=50;5=8;10=10;20=6;30=6;60=0;90=2";1.9;"1=255;2=90;4=22;6=8;8=6;10=1;12=8";13;0;35;0;8;81;89;;;;;;;226;0;226;0;;;;;18.08393506;0.1179515;0.803831546;23959;67.63825702;0.789098042;0.381318085;17.09374348;0.105555324;5.789724112;12.44309028;0.105555324;2.063483451;8.347385116;0.554822822;34.21770525;37.29546308
2017-04-21;8;;;;5;65;;;;2;30;3;215;170610;0;;;0;;1.7;2876;1;0.505714788;;;;0;;;;;;;;;;;;;;0;2258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2258;19;9;284;3;;;;;166;901;;13.7;30;99;453;;;9538;5687;;"java=4868;xml=819";;;1871;;5.8;;706;963;;;11.6;"0=50;5=8;10=11;20=6;30=6;60=0;90=2";1.9;"1=256;2=95;4=22;6=8;8=6;10=1;12=8";13;0;36;0;4;85;88;;;;;;;226;0;226;0;;;;;17.42186547;0.11420443;0.809144483;24605;61.6276773;0.784027637;0.382320667;17.00138183;0.10188986;5.759154643;12.37756554;0.10188986;2.078886405;8.192277992;0.477992278;35.04982727;36.42040236
2017-04-28;8;;;;5;65;;;;2;30;3;215;170610;0;;;0;;1.7;2876;1;0.505714788;;;;0;;;;;;;;;;;;;;0;2258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2258;19;9;284;3;;;;;166;903;;13.7;30;99;453;;;9540;5687;;"java=4868;xml=819";;;1871;;5.8;;706;963;;;11.6;"0=50;5=8;10=11;20=6;30=6;60=0;90=2";1.9;"1=256;2=95;4=22;6=8;8=6;10=1;12=8";13;0;36;0;4;85;88;;;;;;;226;0;226;0;;;;;17.42186547;0.11420443;0.809144483;24605;61.6276773;0.784027637;0.382320667;17.00138183;0.10188986;5.759154643;12.37756554;0.10188986;2.078886405;8.192277992;0.477992278;35.04982727;36.42040236
2017-05-05;8;;;;5;65;;;;2;30;3;221;173190;0;;;0;;1.7;2997;1;0.519140828;;;;0;;;;;;;;;;;;;;0;2304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2304;19;9;284;2.9;;;;;168;958;;14.2;30;100;461;;;9713;5773;;"java=4954;xml=819";;;1906;;5.8;;733;982;;;11.7;"0=50;5=9;10=11;20=6;30=6;60=0;90=2";1.9;"1=264;2=95;4=21;6=9;8=6;10=1;12=8";13;0;41;0;4;85;89;;;;;;;232;0;232;0;;;;;17.53644129;0.112157739;0.812604774;25054;63.96846811;0.769058833;0.379061228;17.14604454;0.100063862;5.67182885;12.60146084;0.100063862;2.113395067;8.239362976;0.484872675;36.42552087;37.22663048
2017-05-12;8;;;;5;65;;;;2;30;3;221;173370;0;;;0;;1.7;2997;1;0.518601834;;;;0;;;;;;;;;;;;;;0;2304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2304;19;9;284;2.9;;;;;168;951;;14.1;30;100;461;;;9707;5779;;"java=4957;xml=822";;;1907;;5.9;;732;983;;;11.7;"0=50;5=9;10=11;20=6;30=6;60=0;90=2";1.9;"1=264;2=94;4=22;6=9;8=6;10=1;12=8";13;0;41;0;4;85;89;;;;;;;232;0;232;0;;;;;17.55735611;0.112157739;0.812604774;25054;64.08469705;0.769457971;0.379021314;17.16312764;0.100622655;5.685319709;12.60585136;0.100622655;2.100622655;7.567374471;0.484872675;36.45573561;37.19438014
2017-05-19;8;;;;5;65;;;;2;30;3;221;173280;0;;;0;;1.7;2997;1;0.518871191;;;;0;;;;;;;;;;;;;;0;2304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2304;19;9;284;2.9;;;;;168;951;;14.1;30;100;461;;;9703;5776;;"java=4957;xml=819";;;1907;;5.9;;732;983;;;11.7;"0=50;5=9;10=11;20=6;30=6;60=0;90=2";1.9;"1=264;2=94;4=22;6=9;8=6;10=1;12=8";13;0;41;0;4;85;89;;;;;;;232;0;232;0;;;;;17.55735611;0.112157739;0.812604774;25054;64.08469705;0.769457971;0.379021314;17.16312764;0.100622655;5.685319709;12.60585136;0.100622655;2.100622655;7.567374471;0.484872675;36.45573561;37.19438014
2017-05-26;8;;;;5;65;;;;2;30;3;222;174990;0;;;0;;1.7;3036;1;0.520486885;;;;0;;;;;;;;;;;;;;0;2334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2334;21;9;300;3.1;;;;;170;970;;14.3;30;101;463;;;9812;5833;;"java=5011;xml=822";;;1933;;5.8;;745;993;;;11.7;"0=51;5=9;10=11;20=6;30=6;60=0;90=2";1.9;"1=265;2=94;4=23;6=9;8=6;10=1;12=8";13;0;41;0;4;85;90;;;;;;;233;0;233;0;;;;;17.54837437;0.113557449;0.808909407;25344;63.64299242;0.765309343;0.379142992;17.56356534;0.099471275;5.680555556;13.00935133;0.099471275;2.133088699;7.503196023;0.485164141;37.66122159;37.61197917
2017-06-02;8;;;;5;65;;;;2;30;3;222;174990;0;;;0;;1.7;3036;1;0.520486885;;;;0;;;;;;;;;;;;;;0;2334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2334;21;9;300;3.1;;;;;170;970;;14.3;30;101;463;;;9813;5833;;"java=5011;xml=822";;;1933;;5.8;;745;993;;;11.7;"0=51;5=9;10=11;20=6;30=6;60=0;90=2";1.9;"1=265;2=94;4=23;6=9;8=6;10=1;12=8";13;0;41;0;4;85;90;;;;;;;233;0;233;0;;;;;17.54837437;0.113557449;0.808909407;25344;63.64299242;0.765309343;0.379142992;17.56356534;0.099471275;5.680555556;13.00935133;0.099471275;2.133088699;7.503196023;0.485164141;37.66122159;37.61197917
2017-06-09;8;;;;5;65;;;;2;30;3;222;174990;0;;;0;;1.7;3036;1;0.520486885;;;;0;;;;;;;;;;;;;;0;2334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2334;21;9;300;3.1;;;;;170;970;;14.3;30;101;463;;;9812;5833;;"java=5011;xml=822";;;1933;;5.8;;745;993;;;11.7;"0=51;5=9;10=11;20=6;30=6;60=0;90=2";1.9;"1=265;2=94;4=23;6=9;8=6;10=1;12=8";13;0;41;0;4;85;90;;;;;;;233;0;233;0;;;;;17.54837437;0.113557449;0.808909407;25344;63.64299242;0.765309343;0.379142992;17.56356534;0.099471275;5.680555556;13.00935133;0.099471275;2.133088699;7.503196023;0.485164141;37.66122159;37.61197917
