Project_Name;date;Resource_Handling;Assignment;Exception_Handling;Misused_Functionality;Synchronization;Null_Pointer;Logging;Complexity;Cohesion;Coupling;Encapsulation;Resource_Handling_Eval;Assignment_Eval;Exception_Handling_Eval;Misused_Functionality_Eval;Synchronization_Eval;Null_Pointer_Eval;Logging_Eval;Complexity_Eval;Cohesion_Eval;Coupling_Eval;Encapsulation_Eval;Confidentiality_Eval;Integrity_Eval;Availability_Eval;Security_Index
11 okhttp-b9456740d3e46d3d812e4157505af713c43df9b4;2016-03-04;0.001739423;0.002072668;0.000103537;0.000398257;6.45E-05;9.15E-05;6.12E-05;62.62056603;184.6133425;16.64004785;9.378636017;1;1;0.974115733;0.97903913;1;1;1;0;0.748839228;0.436441973;0;0.906204888;0.900094038;0.9159878;0.907338166
12 okhttp-b6cfe4cd10d7743f4817faffefef7e8ce79e84d2;2016-03-11;0.001739869;0.002073107;0.000103535;0.00039873;6.45E-05;9.15E-05;6.12E-05;62.62144917;184.5876785;16.63492943;9.383508468;1;1;0.974116257;0.979014209;1;1;1;0;0.748874334;0.43652855;0;0.906205077;0.900090624;0.915991658;0.907338377
13 okhttp-704ce9206a1ae23ab17f9be9a165ed63bc6b4755;2016-03-18;0.001739829;0.002073059;0.000103533;0.000398721;6.45E-05;9.15E-05;6.12E-05;62.6249944;184.5913169;16.63581621;9.38500203;1;1;0.974116855;0.979014694;1;1;1;0;0.748869357;0.436513272;0;0.906204704;0.900090446;0.915990853;0.907337925
14 okhttp-338ad7f826f3cd85e7bda50a1effa44392212e2e;2016-03-25;0.001739552;0.002072248;0.000103998;0.00039962;6.45E-05;9.20E-05;6.11E-05;62.61026033;184.5372858;16.63013398;9.383897994;1;1;0.9740006;0.978967347;1;1;1;0;0.748943265;0.436610035;0;0.906186421;0.900069293;0.915981206;0.907321566
15 okhttp-837dc04dbef627e734e369e29ccdce7a6178537d;2016-04-01;0.00174698;0.002079532;0.000105396;0.00040041;6.45E-05;9.24E-05;6.11E-05;62.63120232;184.6329637;16.63405669;9.389760962;1;1;0.973650915;0.978925798;1;1;1;0;0.748812389;0.436543829;0;0.906126934;0.900016502;0.915931613;0.907267614
16 okhttp-c9ad163e92fe252f23b743d694f68967a29eae7c;2016-04-08;0.00175181;0.002086198;0.000105368;0.000400304;6.45E-05;9.33E-05;6.11E-05;62.71302315;184.8824517;16.64027276;9.395924408;1;1;0.9736579;0.978931385;1;1;1;0;0.74847112;0.436438578;0;0.906119452;0.900011598;0.915919477;0.90725944
17 okhttp-bd22589ee3645da310db2e1032b0ce3784c3476b;2016-04-15;0.001753675;0.002088052;0.000105365;0.00040029;6.45E-05;9.33E-05;6.11E-05;62.71500636;184.8801386;16.64074579;9.396951251;1;1;0.973658787;0.978932094;1;1;1;0;0.748474284;0.43643009;0;0.906119484;0.900011749;0.915919257;0.907259428
18 okhttp-209c6c5589d7b0a0f10b4ce78ac6be0740a5cea8;2016-04-22;0.001758415;0.002092687;0.000105813;0.00040305;6.44E-05;9.33E-05;6.16E-05;62.725011;184.8703068;16.63922718;9.395364922;1;1;0.973546819;0.978786827;1;1;1;0;0.748487732;0.436455554;0;0.906087174;0.899966909;0.915899233;0.90722704
19 okhttp-312ebb36c668030acaf99866ff5e6834b96fd381;2016-04-29;0.001754832;0.002087695;0.000105367;0.000401351;6.42E-05;9.29E-05;6.13E-05;62.6195817;184.8954816;16.65644851;9.363618556;1;1;0.97365836;0.978876274;1;1;1;0;0.748453296;0.436163567;0;0.906105018;0.899993934;0.915901662;0.907242805
20 okhttp-bab8943f2b5c8bc44a64067ada556aa62fcec3a7;2016-05-06;0.001760151;0.002092688;0.000105112;0.000403249;6.40E-05;9.27E-05;6.12E-05;63.3543967;192.0169828;16.75396966;9.361148723;1;1;0.973721955;0.978776393;1;1;1;0;0.738711947;0.43450841;0;0.905878918;0.899805035;0.915593684;0.907001837
21 okhttp-0693302fca5bc23654bec3a12ef3878992f9c7cb;2016-05-13;0.001762126;0.002093629;0.000105565;0.000403631;6.40E-05;9.27E-05;5.78E-05;63.35021882;191.9721427;16.75664989;9.362999369;1;1;0.973608713;0.97875624;1;1;1;0;0.738773283;0.434462575;0;0.905860071;0.89978751;0.915578354;0.906984604
22 okhttp-1503e362f61ca8c55adebcce802a724ae375debe;2016-05-20;0.001748042;0.002107385;0.000105465;0.000403247;6.39E-05;9.26E-05;5.77E-05;63.32086416;191.8776557;16.75051253;9.363805949;1;1;0.973633827;0.978776455;1;1;1;0;0.738902529;0.434566128;0;0.905871314;0.899798757;0.915590792;0.906996245
23 okhttp-efd74cb29ec52e854ef7116d14151c64704794cc;2016-05-27;0.001756197;0.002111538;0.000104933;0.000406377;6.39E-05;9.30E-05;5.77E-05;63.3656147;192.0588002;16.76170432;9.374146704;1;1;0.973766751;0.978611743;1;1;1;0;0.738654746;0.434375997;0;0.905861205;0.899769962;0.915580987;0.906980011
24 okhttp-5f40b814ea77a457f55bbe4a9c1c077b790c0916;2016-06-03;0.001757718;0.002113078;0.000104938;0.000406398;6.34E-05;9.30E-05;5.77E-05;63.27314655;191.3603284;16.75742773;9.368396274;1;1;0.9737654;0.978610642;1;1;1;0;0.73961017;0.434448994;0;0.905880305;0.899784954;0.915606506;0.906999879
25 okhttp-a464a63aca1e591ceffffff1808c9461035532ca;2016-06-10;0.001757718;0.002113078;0.000104938;0.000406398;6.34E-05;9.30E-05;5.77E-05;63.27314655;191.3603284;16.75742773;9.368396274;1;1;0.9737654;0.978610642;1;1;1;0;0.73961017;0.434448994;0;0.905880305;0.899784954;0.915606506;0.906999879
26 okhttp-e444deddd9683fc2fd586c889d9352c35089504d;2016-06-17;0.001762167;0.002118507;0.000104806;0.000410172;6.34E-05;9.29E-05;5.76E-05;63.22270618;191.1189379;16.77323307;9.369525801;1;1;0.973798544;0.978412006;1;1;1;0;0.739940363;0.434180774;0;0.905860165;0.899744094;0.915592339;0.906974826
27 okhttp-e3b3180f9c4cc8821e9092955127935fa956a988;2016-06-24;0.001774131;0.002137553;0.000106018;0.000415954;6.40E-05;9.03E-05;5.78E-05;62.53762375;190.048743;16.7001117;7.836972411;1;1;0.973495487;0.978107699;1;1;1;0;0.74140426;0.435421717;0;0.905841882;0.899685342;0.91563672;0.906963942
28 okhttp-88e245e6de90393d21c28a037fb61d02d5653c19;2016-07-01;0.001766451;0.002128531;0.000105567;0.000412713;6.40E-05;9.03E-05;5.78E-05;62.62868797;191.2145039;16.71821379;7.83435819;1;1;0.973608323;0.978278248;1;1;1;0;0.739809641;0.435114452;0;0.90584066;0.899707498;0.915607436;0.90696116
29 okhttp-9c67901c1617b19b6bfec52f069f87c18bd87e80;2016-07-08;0.001670247;0.002021447;0.000105986;0.000409011;5.83E-05;9.11E-05;5.68E-05;62.50502977;192.5345513;16.67729066;7.449518509;1;1;0.973503438;0.978473128;1;1;1;0;0.738003976;0.435810467;0;0.905835109;0.899725468;0.915601168;0.90696321
30 okhttp-ced243ebdca8d0df7467820df1c9edf77ea388f6;2016-07-15;0.001672301;0.002022945;0.000105964;0.000409887;5.83E-05;9.10E-05;5.68E-05;62.52764908;192.587601;16.7032961;7.44907838;1;1;0.973509053;0.97842699;1;1;1;0;0.73793141;0.435369092;0;0.905816838;0.89970653;0.915574642;0.906941967
31 okhttp-6014ab9752cff344a0baf57eb7626d98ca1d3401;2016-07-22;0.001667071;0.002016866;0.000105035;0.000410022;5.83E-05;9.11E-05;5.69E-05;62.48261742;192.4495926;16.6949468;7.447620979;1;1;0.973741229;0.97841988;1;1;1;0;0.738120189;0.435509992;0;0.905856799;0.899737087;0.915612858;0.906978208
32 okhttp-35283b8950b9d6796608fc339a3e617aaed1d4ab;2016-07-29;0.001670384;0.002021892;0.000104971;0.000411216;5.83E-05;9.20E-05;5.68E-05;62.51312809;192.5875317;16.69957742;7.445573603;1;1;0.9737573;0.978357058;1;1;1;0;0.737931505;0.435431903;0;0.905846088;0.899720624;0.915602634;0.906965743
33 okhttp-59c096ddfc650e56f6030c8bbae9c7a544a725d2;2016-08-05;0.001692713;0.002048062;0.000107085;0.000420177;5.86E-05;9.51E-05;5.67E-05;62.58424668;192.30107;16.70331666;7.479703293;1;1;0.973228726;0.977885424;1;1;1;0;0.73832335;0.435367394;0;0.905719652;0.899558411;0.915518824;0.906841602
34 okhttp-d854e6d5ad93da4da9b5d5818ee752477e501b18;2016-08-12;0.001692697;0.002048043;0.000107084;0.000420173;5.86E-05;9.51E-05;5.67E-05;62.58379929;192.2983012;16.705393;7.479631458;1;1;0.973228983;0.977885636;1;1;1;0;0.738327138;0.435333442;0;0.905718836;0.899557916;0.915517202;0.906840625
35 okhttp-45f9338ea8cddaddd833cb427a94ee049b8ebc01;2016-08-19;0.001692697;0.002048043;0.000107084;0.000420173;5.86E-05;9.51E-05;5.67E-05;62.58379929;192.2983012;16.705393;7.479631458;1;1;0.973228983;0.977885636;1;1;1;0;0.738327138;0.435333442;0;0.905718836;0.899557916;0.915517202;0.906840625
36 okhttp-ba1edd048e5fae9ee97fc9b524e251ae7254c0e6;2016-08-26;0.001691428;0.002046709;0.000107065;0.000419616;5.86E-05;9.51E-05;5.67E-05;62.60092344;192.3307896;16.70333619;7.461660816;1;1;0.973233867;0.97791494;1;1;1;0;0.738282697;0.435367394;0;0.905723135;0.89956503;0.915520238;0.906845441
37 okhttp-08458f1ee16170d32ee28ffd7c5cb251a1931e56;2016-09-02;0.001696944;0.002051594;0.000107019;0.000421836;5.85E-05;9.50E-05;5.66E-05;62.63225412;192.4237556;16.73735187;7.545530501;1;1;0.9732453;0.977798082;1;1;1;0;0.738155531;0.434790211;0;0.905692574;0.899527578;0.915481931;0.906810004
38 okhttp-413323f10d68e7581431b289971ec780cd0485a6;2016-09-09;0.001696436;0.002052898;0.000106987;0.00042171;5.85E-05;9.50E-05;5.66E-05;62.63079252;192.3771255;16.73484842;7.547848511;1;1;0.973253309;0.977804729;1;1;1;0;0.738219315;0.434832651;0;0.905696857;0.899531716;0.915486915;0.906814472
39 okhttp-3ea7be9d9f647e610e1653c406d8d06f0fe907bc;2016-09-16;0.001694544;0.00204925;0.000106747;0.000421721;5.79E-05;9.48E-05;5.65E-05;62.71886837;192.6852862;16.71075562;7.556365863;1;1;0.973313318;0.977804138;1;1;1;0;0.737797789;0.435241772;0;0.905709171;0.899539874;0.91550528;0.906827417
40 okhttp-59e70dad8193ad5f8cd79749fc00be7dcf0308d1;2016-09-23;0.001708892;0.002067123;0.000106656;0.000427582;5.93E-05;9.76E-05;5.64E-05;62.72002254;192.6407726;16.65853449;7.57747525;1;1;0.973335935;0.977495705;1;1;1;0;0.737858678;0.436127917;0;0.905701865;0.899490559;0.915536748;0.906819033
41 okhttp-10360b88efa801bf6b67d19423565c18a9f1a177;2016-09-30;0.00170934;0.002067565;0.000106654;0.000427574;5.93E-05;9.76E-05;5.64E-05;62.72090546;192.6380584;16.65900524;7.577895751;1;1;0.973336394;0.977496093;1;1;1;0;0.737862391;0.436119429;0;0.905701807;0.899490596;0.915536472;0.906818934
42 okhttp-26d4e225f8080245a3b90384f7b44a6f6fab520e;2016-10-07;0.001709311;0.00206753;0.000106653;0.000427567;5.93E-05;9.76E-05;5.64E-05;62.72065201;192.6351893;16.65914885;7.577868584;1;1;0.973336853;0.97749648;1;1;1;0;0.737866315;0.436117732;0;0.905701943;0.899490762;0.915536551;0.906819061
43 okhttp-a28fee5a2bc68fd9e5f00c6322870240739eeac4;2016-10-14;0.001708051;0.002066484;0.000106574;0.00042773;5.97E-05;9.80E-05;5.64E-05;62.9640903;196.3340851;16.67183049;7.57706327;1;1;0.973356502;0.977487911;1;1;1;0;0.732806675;0.435902137;0;0.905605661;0.89941274;0.915410834;0.906719064
44 okhttp-7de5351e9aaab1ecd3f8c01b2132162916b95111;2016-10-21;0.001740283;0.002102087;0.00010835;0.000438651;6.16E-05;9.78E-05;5.97E-05;62.93254564;196.0999589;16.7089154;7.576356488;1;1;0.972912483;0.97691312;1;1;1;0;0.733126931;0.435272328;0;0.905462154;0.899225617;0.915299933;0.906571902
45 okhttp-98fa1aa4e7a9a7eda8319b7dbe019e06016d1ca1;2016-10-28;0.001740363;0.002102183;0.000108355;0.000438671;6.16E-05;9.79E-05;5.97E-05;62.93730253;196.1190807;16.70862711;7.576703668;1;1;0.972911242;0.976912062;1;1;1;0;0.733100775;0.435277421;0;0.905461516;0.899224947;0.915299387;0.906571284
46 okhttp-8a1d95f451995de6fdeae1b6c760328884e27507;2016-11-04;0.001741855;0.002103886;0.000108418;0.000438926;6.21E-05;9.79E-05;5.97E-05;62.6523889;195.334024;16.68116843;7.561192504;1;1;0.972895458;0.976898609;1;1;1;0;0.734174637;0.43574426;0;0.905490225;0.89924453;0.915345539;0.906602762
47 okhttp-6da4d59c2047c2d1d40625cebf87604e0d22b335;2016-11-11;0.001736487;0.002098593;0.000108441;0.000439018;6.21E-05;9.79E-05;5.97E-05;62.56826256;194.9588837;16.6771883;7.555528644;1;1;0.972889786;0.976893776;1;1;1;0;0.734687783;0.435812164;0;0.905500072;0.899251591;0.915359899;0.906613183
48 okhttp-07309c1c7d9e296014268ebd155ebf7ef8679f6c;2016-11-18;0.001740376;0.002097437;0.000107549;0.000441188;6.21E-05;9.99E-05;5.83E-05;62.79698596;195.5337514;16.64913385;7.603172828;1;1;0.973112844;0.976779561;1;1;1;0;0.733901434;0.436287491;0;0.905517665;0.899248914;0.915385531;0.906626698
49 okhttp-0766099839dcd4e2ee73f793020c8846a7b56e95;2016-11-25;0.001747885;0.00210444;0.00010754;0.000441153;6.17E-05;9.99E-05;5.83E-05;62.78909955;195.4617939;16.65504819;7.605186874;1;1;0.973114978;0.976781403;1;1;1;0;0.733999863;0.436187333;0;0.905517186;0.899249167;0.915382984;0.906625774
50 okhttp-29f69277eafbcd75064381e128421679a5a6234a;2016-12-02;0.001756894;0.002115932;0.000106754;0.000445207;6.46E-05;9.91E-05;5.84E-05;61.1647818;188.6253972;16.62613444;7.573995387;1;1;0.973311491;0.976568031;1;1;1;0.016294932;0.743351224;0.436677939;0;0.906062678;0.899893553;0.916168075;0.907284031
51 okhttp-48ee90cfa200917ea2577e8f730e3d1fd9c2b5b0;2016-12-09;0.001761069;0.002120939;0.000106717;0.00044601;6.46E-05;9.91E-05;5.84E-05;61.19388555;188.6280469;16.63038753;7.576919948;1;1;0.973320763;0.976525798;1;1;1;0.015908916;0.7433476;0.43660664;0;0.906048482;0.899871382;0.916150227;0.907265961
52 okhttp-dc5cbfd042768c86189dba01f52574a7493a62c6;2016-12-16;0.001761914;0.002121762;0.00010671;0.000445981;6.46E-05;9.91E-05;5.84E-05;61.19695823;188.6160688;16.63021917;7.577476118;1;1;0.973322461;0.976527292;1;1;1;0.015867794;0.743363985;0.436608337;0;0.906048343;0.899870865;0.916149628;0.907265543
53 okhttp-cddb441dc4a3ea033b08ef56fb647cd4cfbc33e7;2016-12-23;0.001761964;0.002121822;0.000106713;0.000445516;6.46E-05;9.91E-05;5.84E-05;61.17950695;188.5422563;16.63015113;7.57709073;1;1;0.973321695;0.976551804;1;1;1;0.016098608;0.743464951;0.436610035;0;0.906058088;0.899885202;0.916160973;0.907277351
54 okhttp-5c7257d8d1c07b66cb7b14832bc0d16b88abcfb5;2016-12-30;0.00177727;0.002143151;0.000107612;0.000450535;6.74E-05;0.000100438;5.83E-05;61.17726787;188.4852646;16.64380894;7.583147882;1;1;0.973097027;0.976287625;1;0.96412937;1;0.016129118;0.743542909;0.436377464;0;0.903102579;0.896935363;0.90815743;0.902641517
55 okhttp-87b86a53c4a5c591b8e1c5ec94b4d81edece00a8;2017-01-06;0.001794248;0.002160743;0.000108467;0.000452982;6.79E-05;0.000100822;5.93E-05;61.25694775;188.3051464;16.66684569;7.611208721;1;1;0.972883206;0.976158849;1;0.963992174;1;0.015071884;0.743789289;0.435987017;0;0.90301588;0.896833325;0.908045331;0.902541249
56 okhttp-0d867ab9fcc1fb197fedf40d9409e08d669caaba;2017-01-13;0.001794648;0.00216065;0.000108463;0.000452962;6.78E-05;0.000100818;5.92E-05;61.26136599;188.3088171;16.66754806;7.611340114;1;1;0.972884372;0.976159874;1;0.963993722;1;0.015013517;0.743784268;0.435975134;0;0.903014587;0.896831645;0.908043228;0.902539557
57 okhttp-2e036f61a2001d147e038f248b307198cc77051c;2017-01-20;0.001795066;0.002161055;0.000108459;0.000452947;6.78E-05;0.000100814;5.92E-05;61.26343851;188.3048153;16.66760027;7.611796504;1;1;0.972885279;0.976160672;1;0.963994926;1;0.01498566;0.743789742;0.435973436;0;0.903014348;0.89683118;0.908042772;0.90253917
58 okhttp-9690110f815ca7f3e25b4f3fcaaa8ff38db7cf05;2017-01-27;0.001796481;0.002162466;0.000108458;0.000452942;6.83E-05;0.000100813;5.92E-05;61.28724389;188.2736661;16.66316512;7.613310393;1;1;0.972885564;0.976160922;1;0.963995305;1;0.014669949;0.74383235;0.436049828;0;0.90301041;0.896823205;0.908037471;0.902533433
59 okhttp-8ed90a06522c131aefeaf0bc96e2dda255256bb1;2017-02-03;0.001812077;0.002178983;0.000108448;0.000453378;6.83E-05;0.000100804;5.92E-05;61.29071918;188.2717667;16.66084346;7.612902486;1;1;0.972888116;0.976138022;1;0.963998693;1;0.014623521;0.743834948;0.436088873;0;0.903008463;0.8968179;0.908037713;0.902531097
60 okhttp-89621df62dda5cf73726ce2d5410c82c6f760f00;2017-02-10;0.001812088;0.002178996;0.000108448;0.00045338;6.83E-05;0.000100804;5.92E-05;61.29036541;188.2714873;16.66068673;7.612768409;1;1;0.97288796;0.976137885;1;0.963998487;1;0.014628827;0.74383533;0.436092268;0;0.903008626;0.896818074;0.908037999;0.902531304
61 okhttp-89621df62dda5cf73726ce2d5410c82c6f760f00;2017-02-17;0.001812088;0.002178996;0.000108448;0.00045338;6.83E-05;0.000100804;5.92E-05;61.29036541;188.2714873;16.66068673;7.612768409;1;1;0.97288796;0.976137885;1;0.963998487;1;0.014628827;0.74383533;0.436092268;0;0.903008626;0.896818074;0.908037999;0.902531304
62 okhttp-9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;2017-02-24;0.001815309;0.002181714;0.000108441;0.000453827;6.88E-05;0.000100797;5.92E-05;61.28727784;188.2587159;16.65969222;7.612251995;1;1;0.972889799;0.976114361;1;0.964000929;1;0.014669949;0.7438528;0.436109244;0;0.903008008;0.896815093;0.908039986;0.902530767
63 okhttp-9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971;2017-03-03;0.001815309;0.002181714;0.000108441;0.000453827;6.88E-05;0.000100797;5.92E-05;61.28727784;188.2587159;16.65969222;7.612251995;1;1;0.972889799;0.976114361;1;0.964000929;1;0.014669949;0.7438528;0.436109244;0;0.903008008;0.896815093;0.908039986;0.902530767
64 okhttp-6c3a1607b06cf129c017aa28e6aa3baee1a66745;2017-03-10;0.001822941;0.002190012;0.000108355;0.000453468;6.97E-05;0.000101195;5.92E-05;61.34775123;188.1690118;16.68994008;7.683651191;1;1;0.972911255;0.976133264;1;0.963858943;1;0.013867407;0.743975504;0.435594872;0;0.902972125;0.896777005;0.907962083;0.902480147
65 okhttp-2fa94d3f356a7a9e33456bac4ab345ebef9ae346;2017-03-17;0.001839463;0.002222982;0.000110053;0.000454982;6.96E-05;0.000101954;5.91E-05;61.30450523;187.8218879;16.68587296;7.669605552;1;1;0.972486663;0.976053555;1;0.963587791;1;0.014440462;0.744450328;0.435664473;0;0.902902941;0.896715187;0.907881128;0.902409502
66 okhttp-c8d1243a3692e44f934d399905d673c72395abf6;2017-03-24;0.001839493;0.002224824;0.000111456;0.000456301;7.05E-05;0.000102406;6.05E-05;61.30582874;187.7919097;16.69476854;7.680236934;1;1;0.972136117;0.975984165;1;0.963426527;1;0.014423217;0.744491334;0.435513387;0;0.902827444;0.896643583;0.907793039;0.902331113
67 okhttp-b5285cf91f89d186f27285764e6109e0c1c27210;2017-03-31;0.001840387;0.002226183;0.000111452;0.000456287;7.05E-05;0.000102403;6.05E-05;61.30427881;187.7860064;16.69529825;7.679995504;1;1;0.972136993;0.97598492;1;0.963427677;1;0.014444441;0.744499409;0.435504899;0;0.902828129;0.896644588;0.907793885;0.902331958
68 okhttp-a3c285fcce711a90de9bafc5f903368506ca5cd1;2017-04-07;0.001840372;0.002226164;0.000111451;0.000456283;7.05E-05;0.000102402;6.05E-05;61.30611943;187.7911435;16.6952237;7.679929662;1;1;0.972137232;0.975985126;1;0.96342799;1;0.014419238;0.744492382;0.435504899;0;0.902827531;0.896643775;0.907793006;0.902331195
69 okhttp-5e460fd761d4e818c2f7fe3c8dc7df169cddf5fb;2017-04-14;0.001839085;0.002224508;0.000112296;0.000456797;7.04E-05;0.000103255;6.04E-05;61.66578464;194.4501729;16.72176135;7.707407922;1;1;0.971925991;0.97595803;1;0.963123124;1;0.009649083;0.735383638;0.435055036;0;0.902486099;0.896293667;0.907310047;0.901939735
70 okhttp-36a4d16b3d7b47ca83624a3bff66cde0cb5fe9f5;2017-04-21;0.001839106;0.002224534;0.000112297;0.000456803;7.04E-05;0.000103256;6.04E-05;61.66415917;194.4473801;16.72143841;7.706742217;1;1;0.971925671;0.975957755;1;0.963122703;1;0.009670308;0.735387458;0.435060129;0;0.902486665;0.896294367;0.907310946;0.901940456
71 okhttp-f4e487b801038b0348103d0cec9721cc49da2e9f;2017-04-28;0.001839059;0.002224477;0.000112294;0.000456791;7.04E-05;0.000103254;6.04E-05;61.66411641;194.4432318;16.72152266;7.706544196;1;1;0.971926392;0.975958373;1;0.96312365;1;0.009670308;0.735393133;0.435058431;0;0.902486974;0.896294716;0.90731132;0.9019408
72 okhttp-c70e35802e984e8b9bf3fbf1479deb37c0bdfa43;2017-05-05;0.001838442;0.002223829;0.000113713;0.000456756;7.04E-05;0.000104197;6.04E-05;61.66623196;194.4288613;16.7183297;7.707457488;1;1;0.971571715;0.975960226;1;0.962786645;1;0.009642451;0.73541279;0.435112754;0;0.902410251;0.896227744;0.907197773;0.901855062
73 okhttp-fad89a786a6a19c78197b417f76bb0087fc95c71;2017-05-12;0.001841812;0.002226632;0.000114638;0.000457599;7.04E-05;0.000104648;6.04E-05;61.70128451;194.4464234;16.71758588;7.710945936;1;1;0.971340612;0.97591585;1;0.962625576;1;0.00917817;0.735388767;0.435126335;0;0.902348497;0.896163282;0.907117452;0.901786223
74 okhttp-73fe9a4d211b13bf5727fb390b3955c7b4760830;2017-05-19;0.001841796;0.002226613;0.000114637;0.000457595;7.04E-05;0.000104647;6.04E-05;61.7017323;194.4447585;16.71767391;7.711188149;1;1;0.971340858;0.975916056;1;0.962625896;1;0.009171537;0.735391044;0.435124638;0;0.902348431;0.896163171;0.907117311;0.901786117
75 okhttp-73fe9a4d211b13bf5727fb390b3955c7b4760830;2017-05-26;0.001841796;0.002226613;0.000114637;0.000457595;7.04E-05;0.000104647;6.04E-05;61.7017323;194.4447585;16.71767391;7.711188149;1;1;0.971340858;0.975916056;1;0.962625896;1;0.009171537;0.735391044;0.435124638;0;0.902348431;0.896163171;0.907117311;0.901786117
76 okhttp-c5db5b1a3189f858d1dadccd8845112191cdf880;2017-06-02;0.001841617;0.002226397;0.000114625;0.000457551;7.04E-05;0.000104637;6.04E-05;61.70187539;194.4302297;16.71909394;7.71217503;1;1;0.971343639;0.975918393;1;0.962629523;1;0.009170211;0.735410918;0.435100871;0;0.902349069;0.896164115;0.907117764;0.901786795
